ID,Business_Sourced
FIN1009528,0.24111147351868714
FIN1009529,0.32859837114815144
FIN1009530,0.2983420858688064
FIN1009531,0.3199244971488655
FIN1009532,0.3354002409890768
FIN1009533,0.3485007408874761
FIN1009534,0.35381989706871375
FIN1009535,0.3485007408874761
FIN1009536,0.411669829217402
FIN1009537,0.23211848410191707
FIN1009538,0.33908442625855956
FIN1009539,0.2754255320489761
FIN1009540,0.34418237027061543
FIN1009541,0.34687752355791374
FIN1009542,0.318021982488653
FIN1009543,0.3987695046655884
FIN1009544,0.5825307223345361
FIN1009545,0.4626303300547928
FIN1009546,0.267621054215442
FIN1009547,0.23790804092674497
FIN1009548,0.5066602373830873
FIN1009549,0.2257718131615997
FIN1009550,0.37503447207273033
FIN1009551,0.586666878558004
FIN1009552,0.5390596902791105
FIN1009553,0.31282775459872386
FIN1009554,0.5780459848133989
FIN1009555,0.3808168457521554
FIN1009556,0.45683196406777254
FIN1009557,0.42143472119057046
FIN1009558,0.34387036304294044
FIN1009559,0.3263114436609812
FIN1009560,0.383272907822878
FIN1009561,0.24187864651067223
FIN1009562,0.32990151980394977
FIN1009563,0.4707281464768269
FIN1009564,0.5863671727921534
FIN1009565,0.4442304791346211
FIN1009566,0.5732963213278004
FIN1009567,0.4802385102921182
FIN1009568,0.43520537300836737
FIN1009569,0.235231748070085
FIN1009570,0.30402101693148414
FIN1009571,0.235231748070085
FIN1009572,0.25508240918818004
FIN1009573,0.32550800538772984
FIN1009574,0.32550800538772984
FIN1009575,0.31239731011193594
FIN1009576,0.2845619334731447
FIN1009577,0.2899859649444115
FIN1009578,0.3317441461085921
FIN1009579,0.2907541663936286
FIN1009580,0.24321691674036064
FIN1009581,0.2964682002993904
FIN1009582,0.4374835327954511
FIN1009583,0.3405958399305582
FIN1009584,0.38440856634105613
FIN1009585,0.43147829200326165
FIN1009586,0.18957728836273852
FIN1009587,0.24636208235906282
FIN1009588,0.28538169603367597
FIN1009589,0.449085993807501
FIN1009590,0.35055402808580577
FIN1009591,0.3575190885661814
FIN1009592,0.47115229659521246
FIN1009593,0.3489105147512933
FIN1009594,0.4283338553705817
FIN1009595,0.33744542023923696
FIN1009596,0.2319976402933435
FIN1009597,0.4285816152307912
FIN1009598,0.39615116324095856
FIN1009599,0.27937716089511905
FIN1009600,0.2932182403908066
FIN1009601,0.3066848372280486
FIN1009602,0.2931667029501315
FIN1009603,0.27654487709490166
FIN1009604,0.4273380175216648
FIN1009605,0.2816921557290562
FIN1009606,0.3890733635214344
FIN1009607,0.5045321204636425
FIN1009608,0.43370818678649486
FIN1009609,0.4248075029532435
FIN1009610,0.3370354388602927
FIN1009611,0.4861624671795892
FIN1009612,0.3720603192570982
FIN1009613,0.3282382036637397
FIN1009614,0.3428775433036309
FIN1009615,0.3753036894902749
FIN1009616,0.2790912162419646
FIN1009617,0.45288899673588007
FIN1009618,0.39141311550576524
FIN1009619,0.22991192120341558
FIN1009620,0.30025859657157505
FIN1009621,0.21511351392490943
FIN1009622,0.36108671185839153
FIN1009623,0.49159698627497717
FIN1009624,0.37773368754655473
FIN1009625,0.23392587486181612
FIN1009626,0.24472396306876465
FIN1009627,0.36743496390151165
FIN1009628,0.33719405402917524
FIN1009629,0.28935921116034075
FIN1009630,0.4781510446895494
FIN1009631,0.35867524656927496
FIN1009632,0.4550728401030117
FIN1009633,0.3940108751826061
FIN1009634,0.3485392216298687
FIN1009635,0.3336659028831045
FIN1009636,0.31229141061020943
FIN1009637,0.3301478027981452
FIN1009638,0.28973033103411944
FIN1009639,0.31282775459872386
FIN1009640,0.3078356260924752
FIN1009641,0.27839867701350546
FIN1009642,0.23789166023829283
FIN1009643,0.30376422098844036
FIN1009644,0.37773368754655473
FIN1009645,0.4623924304550881
FIN1009646,0.30716800308963904
FIN1009647,0.41125144541556935
FIN1009648,0.4064755826139232
FIN1009649,0.3296701029764002
FIN1009650,0.42033817022011705
FIN1009651,0.3055483537554173
FIN1009652,0.33743115541971247
FIN1009653,0.3596844382833623
FIN1009654,0.20680121063385914
FIN1009655,0.2586534127823905
FIN1009656,0.43304979227643536
FIN1009657,0.40066328765646925
FIN1009658,0.46545773203852003
FIN1009659,0.33581137980489395
FIN1009660,0.29811665288283445
FIN1009661,0.4021023870456444
FIN1009662,0.3709882635136001
FIN1009663,0.4112280325870689
FIN1009664,0.27293284103590254
FIN1009665,0.27848528427708086
FIN1009666,0.24786958571173365
FIN1009667,0.27293284103590254
FIN1009668,0.33858175040051364
FIN1009669,0.3233188983467334
FIN1009670,0.21871278924942525
FIN1009671,0.2683991997019943
FIN1009672,0.26629172814563395
FIN1009673,0.3642529707054619
FIN1009674,0.3197023078774173
FIN1009675,0.06813099789424656
FIN1009676,0.318803871238416
FIN1009677,0.5780459848133989
FIN1009678,0.43600554314655626
FIN1009679,0.40942124627756127
FIN1009680,0.23746154363480262
FIN1009681,0.26656932517641235
FIN1009682,0.3433302497125751
FIN1009683,0.27341975357286963
FIN1009684,0.3057798676908703
FIN1009685,0.2892479250798222
FIN1009686,0.4039581757445833
FIN1009687,0.2335744785886409
FIN1009688,0.3398941145652618
FIN1009689,0.45152115892743633
FIN1009690,0.34000242168410927
FIN1009691,0.3442468896355424
FIN1009692,0.4248075029532435
FIN1009693,0.34891580954617485
FIN1009694,0.31691388758243755
FIN1009695,0.4625883175763185
FIN1009696,0.0665220873311092
FIN1009697,0.06882878083844131
FIN1009698,0.4504946174493203
FIN1009699,0.24551227852081517
FIN1009700,0.46318081515640536
FIN1009701,0.3502695353794797
FIN1009702,0.44535519798390955
FIN1009703,0.4387917791150913
FIN1009704,0.45123742831660985
FIN1009705,0.38490799609388443
FIN1009706,0.24037318476452363
FIN1009707,0.25869889986459454
FIN1009708,0.31159771592329355
FIN1009709,0.42524880065566917
FIN1009710,0.36356475405818967
FIN1009711,0.43502102973094914
FIN1009712,0.11843962878338987
FIN1009713,0.35784039346649543
FIN1009714,0.32663409115850955
FIN1009715,0.2863406638881753
FIN1009716,0.4204440590572526
FIN1009717,0.4363860522629022
FIN1009718,0.38880621904649715
FIN1009719,0.29647468242624553
FIN1009720,0.35799530468049845
FIN1009721,0.3174937723512999
FIN1009722,0.5368514269995535
FIN1009723,0.28392481195737124
FIN1009724,0.28717879712507804
FIN1009725,0.5100648567088535
FIN1009726,0.4824060157716972
FIN1009727,0.41350906311755947
FIN1009728,0.4416514867175174
FIN1009729,0.5373725931094674
FIN1009730,0.2768551464038891
FIN1009731,0.40529496632433937
FIN1009732,0.4498406875197637
FIN1009733,0.42037805357722546
FIN1009734,0.35993420860849307
FIN1009735,0.36708916451403883
FIN1009736,0.36249547045012176
FIN1009737,0.2659372907867076
FIN1009738,0.3661722488935989
FIN1009739,0.34879203880429355
FIN1009740,0.34098272160387194
FIN1009741,0.49376014124156015
FIN1009742,0.4237981092640339
FIN1009743,0.4697810614891469
FIN1009744,0.36542151102499953
FIN1009745,0.2706079962371558
FIN1009746,0.37016834764497375
FIN1009747,0.3680547271254071
FIN1009748,0.39504226766007045
FIN1009749,0.3803714715464067
FIN1009750,0.3613393601476723
FIN1009751,0.38934852532670455
FIN1009752,0.29399817966187697
FIN1009753,0.33032042864597677
FIN1009754,0.31282775459872386
FIN1009755,0.3019417135531208
FIN1009756,0.33300955379372416
FIN1009757,0.3525636485417653
FIN1009758,0.3097470196662893
FIN1009759,0.26193432987039206
FIN1009760,0.3527269478513893
FIN1009761,0.28904517812834846
FIN1009762,0.3062337779314778
FIN1009763,0.2734903241420417
FIN1009764,0.305577621411059
FIN1009765,0.4257992738176397
FIN1009766,0.32346431356019373
FIN1009767,0.3271076906057477
FIN1009768,0.3357450000310567
FIN1009769,0.35686901458583764
FIN1009770,0.2770906220724824
FIN1009771,0.27199195877562
FIN1009772,0.42413241152906056
FIN1009773,0.26153684390502047
FIN1009774,0.3038593856316645
FIN1009775,0.33042204672634845
FIN1009776,0.3132869726910389
FIN1009777,0.31260201291879175
FIN1009778,0.31260201291879175
FIN1009779,0.2925761471065703
FIN1009780,0.4067516026485898
FIN1009781,0.4238253650386692
FIN1009782,0.33502190254937625
FIN1009783,0.47780364618726895
FIN1009784,0.2973614792698925
FIN1009785,0.3522977339093155
FIN1009786,0.3522951421390167
FIN1009787,0.4342328420490242
FIN1009788,0.30777833171719804
FIN1009789,0.33961481102025765
FIN1009790,0.43010598538435324
FIN1009791,0.33610668696071383
FIN1009792,0.3469902009818011
FIN1009793,0.40789764475305984
FIN1009794,0.3230437012105899
FIN1009795,0.3934951602203691
FIN1009796,0.3240427627566297
FIN1009797,0.312219999172467
FIN1009798,0.40351272709457653
FIN1009799,0.42758795276701966
FIN1009800,0.3185340401711048
FIN1009801,0.2829037581830938
FIN1009802,0.2560386840190507
FIN1009803,0.29054301308643404
FIN1009804,0.3047657630261642
FIN1009805,0.053940558360968824
FIN1009806,0.09889446282359994
FIN1009807,0.0865780724705055
FIN1009808,0.40538168067738206
FIN1009809,0.24448466770624475
FIN1009810,0.3604215315915682
FIN1009811,0.09036989526803528
FIN1009812,0.3728952335959305
FIN1009813,0.36759136307733686
FIN1009814,0.08313545058441948
FIN1009815,0.05804471326010767
FIN1009816,0.07730421580097664
FIN1009817,0.09415829259385548
FIN1009818,0.3699145231239491
FIN1009819,0.29535938420666025
FIN1009820,0.3205584038508415
FIN1009821,0.26747336247043313
FIN1009822,0.29711397113173194
FIN1009823,0.25238869503369393
FIN1009824,0.30578314515246774
FIN1009825,0.3067975687888382
FIN1009826,0.318103622008017
FIN1009827,0.3573604606187031
FIN1009828,0.26857589925727454
FIN1009829,0.2900787302627052
FIN1009830,0.3964238118531801
FIN1009831,0.5868608518570195
FIN1009832,0.39425597415513036
FIN1009833,0.3776041898550457
FIN1009834,0.36199870554701014
FIN1009835,0.35825185997025544
FIN1009836,0.30004476140388964
FIN1009837,0.41055157577389584
FIN1009838,0.399669718542545
FIN1009839,0.6063939918309111
FIN1009840,0.34807846287664507
FIN1009841,0.4417488460451827
FIN1009842,0.3519523463638095
FIN1009843,0.40894234551634523
FIN1009844,0.3358275863988156
FIN1009845,0.6219088613744037
FIN1009846,0.43621053820518274
FIN1009847,0.2556671348491707
FIN1009848,0.3460552933513706
FIN1009849,0.5034283918673311
FIN1009850,0.4227550032973143
FIN1009851,0.3000948843581607
FIN1009852,0.5499065084074634
FIN1009853,0.4164579476141215
FIN1009854,0.3751144555722961
FIN1009855,0.30722660365142396
FIN1009856,0.5394148416466448
FIN1009857,0.29211293816771045
FIN1009858,0.4239492629605088
FIN1009859,0.34454834746132157
FIN1009860,0.38862953667548633
FIN1009861,0.415350522204478
FIN1009862,0.35575630485624343
FIN1009863,0.3113994818943071
FIN1009864,0.34286966565857463
FIN1009865,0.46321732191960846
FIN1009866,0.28226562351797824
FIN1009867,0.3170381372492452
FIN1009868,0.31066363123578267
FIN1009869,0.256707028212833
FIN1009870,0.23816018588900106
FIN1009871,0.3428775433036309
FIN1009872,0.33066687599257105
FIN1009873,0.3349974565749548
FIN1009874,0.30389332800430435
FIN1009875,0.3896043505926167
FIN1009876,0.2850389249815421
FIN1009877,0.2786684153834504
FIN1009878,0.3706886764041579
FIN1009879,0.4763213816982744
FIN1009880,0.44808738635161094
FIN1009881,0.38427694458708717
FIN1009882,0.2852504227454792
FIN1009883,0.361584949606604
FIN1009884,0.32165866899144474
FIN1009885,0.09740981559889154
FIN1009886,0.34900301865726413
FIN1009887,0.412825086034978
FIN1009888,0.40219788631197845
FIN1009889,0.37359874130971993
FIN1009890,0.4695267415573889
FIN1009891,0.3367866824904571
FIN1009892,0.3343546061888249
FIN1009893,0.32891420862979254
FIN1009894,0.41143469731799154
FIN1009895,0.34279578944780237
FIN1009896,0.3268057571295611
FIN1009897,0.26629172814563395
FIN1009898,0.40944421099913997
FIN1009899,0.5491563855443945
FIN1009900,0.40393452907985616
FIN1009901,0.5522471892972153
FIN1009902,0.3201313356597334
FIN1009903,0.41041783175142793
FIN1009904,0.42896371529587735
FIN1009905,0.542047567072324
FIN1009906,0.34727591945232783
FIN1009907,0.4820282415610714
FIN1009908,0.3824743047566037
FIN1009909,0.279626308094064
FIN1009910,0.3104750362130566
FIN1009911,0.5396064016390699
FIN1009912,0.3524106933713679
FIN1009913,0.33384027144701506
FIN1009914,0.36705809264723344
FIN1009915,0.550205143689651
FIN1009916,0.381539161052287
FIN1009917,0.3608686466600843
FIN1009918,0.26150462692369975
FIN1009919,0.320178807912734
FIN1009920,0.36733336863586974
FIN1009921,0.4523624042651434
FIN1009922,0.4891926224523667
FIN1009923,0.3244365984586197
FIN1009924,0.31751172595043664
FIN1009925,0.39687016940815695
FIN1009926,0.4533292351000479
FIN1009927,0.3165898953870261
FIN1009928,0.36560577918486353
FIN1009929,0.4514846331982656
FIN1009930,0.3365529414902868
FIN1009931,0.28538895989483787
FIN1009932,0.2292918929580353
FIN1009933,0.3903275938749661
FIN1009934,0.30670598341938926
FIN1009935,0.4597912235678428
FIN1009936,0.3105499068259246
FIN1009937,0.4095453952686812
FIN1009938,0.3428775433036309
FIN1009939,0.3545928742960121
FIN1009940,0.32551456392119055
FIN1009941,0.284710236108401
FIN1009942,0.38431422490407013
FIN1009943,0.3126493742995945
FIN1009944,0.28224719731388753
FIN1009945,0.37737782436695366
FIN1009946,0.3259223543946494
FIN1009947,0.30801484040052296
FIN1009948,0.5349023980347295
FIN1009949,0.36200658349524056
FIN1009950,0.2959995945521976
FIN1009951,0.3738797969351326
FIN1009952,0.454521401799793
FIN1009953,0.47164184052450064
FIN1009954,0.31531054082083726
FIN1009955,0.3958215611937245
FIN1009956,0.4417486440923294
FIN1009957,0.05791354567801531
FIN1009958,0.08420007842961472
FIN1009959,0.11646326254064236
FIN1009960,0.34738120027510355
FIN1009961,0.3516833158186255
FIN1009962,0.27692556956000114
FIN1009963,0.31653476720236573
FIN1009964,0.4102523668872943
FIN1009965,0.41715058661329546
FIN1009966,0.35861102019639396
FIN1009967,0.2612515933962661
FIN1009968,0.3176209337349654
FIN1009969,0.32673683227526257
FIN1009970,0.29442166766208344
FIN1009971,0.5522471892972153
FIN1009972,0.2803638192493029
FIN1009973,0.4019571685780407
FIN1009974,0.3465675090580876
FIN1009975,0.0854342862165768
FIN1009976,0.3896945816521144
FIN1009977,0.3672682831756018
FIN1009978,0.34579116931024945
FIN1009979,0.4107912535123892
FIN1009980,0.5491726699116077
FIN1009981,0.4438731535726451
FIN1009982,0.4526813039125776
FIN1009983,0.42874909824119756
FIN1009984,0.4573366491511507
FIN1009985,0.5154034212082003
FIN1009986,0.4338752746869042
FIN1009987,0.32037357486222884
FIN1009988,0.3358193212139349
FIN1009989,0.37501289712796504
FIN1009990,0.4381932160463688
FIN1009991,0.35642121047918474
FIN1009992,0.3799370995801564
FIN1009993,0.2735469629900318
FIN1009994,0.4093035599293052
FIN1009995,0.415350522204478
FIN1009996,0.586533262860389
FIN1009997,0.3137060826633525
FIN1009998,0.5927485912527614
FIN1009999,0.2782694105948861
FIN1010000,0.3739574612070782
FIN1010001,0.2724305350323675
FIN1010002,0.3428248067660265
FIN1010003,0.35948399874531023
FIN1010004,0.2985255298329492
FIN1010005,0.2511217720790607
FIN1010006,0.2566635773970468
FIN1010007,0.06845782455049026
FIN1010008,0.43564372812103846
FIN1010009,0.2597804219458992
FIN1010010,0.33063010206143395
FIN1010011,0.32771585124530384
FIN1010012,0.29759858626014224
FIN1010013,0.3136910626263022
FIN1010014,0.348859997014951
FIN1010015,0.4218951028066523
FIN1010016,0.4307654923385759
FIN1010017,0.3891085480932205
FIN1010018,0.27249819222809596
FIN1010019,0.29422163748846936
FIN1010020,0.29851112214026565
